geneA	geneB
MITF	LMO4
MITF	SUMO1
MITF	IL6ST
MITF	CTNNB1
MITF	CREB1
MITF	JAK1
PROK2	EDN2
PROK2	TACR3
PROK2	F2RL2
PROK2	PMCH
PROK2	TBXA2R
PROK2	NPFFR2
PROK2	F2RL1
PROK2	GNG4
PROK2	GRPR
PROK2	MLN
PROK2	LTB4R
PROK2	AVPR1B
PROK2	CASR
PROK2	NTSR1
PROK2	NMS
PROK2	NPSR1
PROK2	ADRA1B
PROK2	CHRM1
PROK2	XCR1
PROK2	TRHR
PROK2	HRH1
PROK2	F2R
PROK2	HCRTR1
PROK2	HTR2A
PROK2	TAC1
PROK2	XCL1
PROK2	TACR1
PROK2	CYSLTR1
PROK2	GCG
PROK2	NMUR1
PROK2	GPRC6A
PROK2	OXTR
PROK2	EDNRB
PROK2	GNG7
PROK2	GPR68
PROK2	UTS2B
PROK2	GRM5
PROK2	AVPR1A
PROK2	NPS
PROK2	LPAR2
PROK2	CCK
PROK2	QRFPR
PROK2	FPR2
PROK2	ADRA1A
PROK2	TRIO
PROK2	AVP
PROK2	BRS3
PROK2	UTS2R
PROK2	GNB2
PROK2	ARHGEF25
PROK2	NTSR2
PROK2	PTGFR
PROK2	KISS1
PROK2	EDN1
PROK2	QRFP
PROK2	EDN3
PROK2	F2
PROK2	LTB4R2
PROK2	GNG12
PROK2	HCRTR2
PROK2	TRH
PROK2	CHRM5
PROK2	CCKBR
PROK2	P2RY1
PROK2	LPAR3
PROK2	PTAFR
PROK2	GNA14
PROK2	GNG8
PROK2	LPAR6
PROK2	GRK5
PROK2	GCGR
PROK2	GNG10
PROK2	P2RY6
PROK2	GRK2
PROK2	LPAR5
PROK2	AGTR2
PROK2	P2RY2
PROK2	GNG2
PROK2	PROKR1
PROK2	TACR2
PROK2	GPR4
PROK2	PLCB1
PROK2	GPR132
PROK2	AGT
PROK2	LPAR1
PROK2	EDNRA
PROK2	GNG5
PROK2	SAA1
PROK2	XCL2
PROK2	NMB
PROK2	TAC3
PROK2	FFAR3
PROK2	GNGT2
PROK2	ADRA1D
PROK2	OPN4
PROK2	P2RY11
PROK2	GAST
FSTL1	BMP2
IGFBP7	FOS
IGFBP7	JUN
CXCR1	CCL25
CXCR1	TAS2R14
CXCR1	HCAR2
CXCR1	CCL28
CXCR1	LYN
CXCR1	ADCY5
CXCR1	TAS2R50
CXCR1	PMCH
CXCR1	GNG4
CXCR1	GALR2
CXCR1	NPB
CXCR1	NPY2R
CXCR1	NMS
CXCR1	OXER1
CXCR1	CASR
CXCR1	NPBWR1
CXCR1	GPR18
CXCR1	SUCNR1
CXCR1	ADCY2
CXCR1	PNOC
CXCR1	TAS2R41
CXCR1	CCR8
CXCR1	HTR1F
CXCR1	TAS2R1
CXCR1	OPRM1
CXCR1	GRM3
CXCR1	TAS2R38
CXCR1	CCR3
CXCR1	GRM8
CXCR1	FGR
CXCR1	CXCL2
CXCR1	DRD3
CXCR1	CXCL11
CXCR1	OPRL1
CXCR1	TAS2R40
CXCR1	PTGER3
CXCR1	NMUR1
CXCR1	HCK
CXCR1	ARRB1
CXCR1	RXFP4
CXCR1	CXCL9
CXCR1	HTR1E
CXCR1	NPY1R
CXCR1	CCR1
CXCR1	TAS2R30
CXCR1	NPW
CXCR1	GNG7
CXCR1	CXCR3
CXCR1	HCAR3
CXCR1	LPAR2
CXCR1	CXCR6
CXCR1	CHRM4
CXCR1	RXFP3
CXCR1	FPR2
CXCR1	CCR9
CXCR1	HTR1A
CXCR1	P2RY4
CXCR1	GNB2
CXCR1	TAS2R46
CXCR1	GNAT3
CXCR1	GPSM1
CXCR1	CNR2
CXCR1	ADORA1
CXCR1	FPR3
CXCR1	CCR4
CXCR1	GPER1
CXCR1	INSL5
CXCR1	CCR10
CXCR1	CXCL5
CXCR1	DRD2
CXCR1	GABBR1
CXCR1	CXCL8
CXCR1	PYY
CXCR1	S1PR1
CXCR1	ADCY1
CXCR1	GNG12
CXCR1	PENK
CXCR1	LPAR3
CXCR1	OXGR1
CXCR1	CCL19
CXCR1	NPBWR2
CXCR1	HRH3
CXCR1	TAS2R42
CXCR1	P2RY13
CXCR1	S1PR5
CXCR1	GNG8
CXCR1	S1PR2
CXCR1	ADRA2C
CXCR1	TAS2R43
CXCR1	PPBP
CXCR1	GNA14
CXCR1	NPY4R
CXCR1	GNG10
CXCR1	ADCY6
CXCR1	GRM7
CXCR1	GNG2
CXCR1	PTGDR2
CXCR1	CXCL10
CXCR1	GNAI2
CXCR1	GRK2
CXCR1	TAS2R31
CXCR1	P2RY14
CXCR1	CHRM2
CXCR1	GRM2
CXCR1	TAS2R20
CXCR1	AGTR2
CXCR1	MTNR1A
CXCR1	GPR55
CXCR1	S1PR3
CXCR1	LPAR1
CXCR1	P2RY12
CXCR1	AGT
CXCR1	CCR6
CXCR1	LPAR5
CXCR1	CXCR4
CXCR1	CXCR2
CXCR1	CXCL12
CXCR1	GNAI1
CXCR1	RLN3
CXCR1	TAS2R60
CXCR1	CNR1
CXCR1	FPR1
CXCR1	TAS2R13
CXCR1	PF4
CXCR1	SSTR2
CXCR1	SAA1
CXCR1	GNG5
CXCR1	CXCL1
CXCR1	CORT
CXCR1	C5AR1
CXCR1	DNM1
CXCR1	GALR1
CXCR1	HTR1B
CXCR1	GNGT2
CXCR1	NPY5R
CXCR1	C3AR1
CXCR1	TAS2R19
CXCR1	TAS2R39
CXCR1	ADCY4
CXCR1	GNAI3
CXCR1	GRM4
CXCR1	CCL20
CXCR1	CXCL3
ARPC2	OCRL
ARPC2	MYO9B
ARPC2	CLTB
ARPC2	NECAP2
ARPC2	BRK1
ARPC2	WIPF2
ARPC2	PSMA7
ARPC2	AP2A1
ARPC2	BAIAP2
ARPC2	TACR1
ARPC2	ACTR2
ARPC2	DNAJC6
ARPC2	WAS
ARPC2	SYT8
ARPC2	AVP
ARPC2	EPN2
ARPC2	UBB
ARPC2	AAK1
ARPC2	SYT11
ARPC2	SH3GL2
ARPC2	LDLR
ARPC2	SNX9
ARPC2	TRIP10
ARPC2	SNAP91
ARPC2	SYT9
ARPC2	ARPC5
ARPC2	ITSN1
ARPC2	UBA52
ARPC2	HIP1
ARPC2	ACTG1
ARPC2	CDC42
ARPC2	SLC2A8
ARPC2	REPS2
ARPC2	RAC1
ARPC2	FCHO2
ARPC2	MYO1C
ARPC2	FCGR1A
ARPC2	NCKAP1
ARPC2	CD3G
ARPC2	PICALM
ARPC2	ARPC4-TTLL3
ARPC2	WASF1
ARPC2	AMPH
ARPC2	AGFG1
ARPC2	SLC18A3
ARPC2	DNM1
ARPC2	EPS15
ARPC2	BIN1
ARPC2	FZD4
ARPC2	WASF3
ARPC2	FCGR3A
ARPC2	RAB5B
ARPC2	ACTB
ARPC2	ABI1
ARPC2	VAMP2
ARPC2	ARRB1
ARPC2	SYT2
ARPC2	WIPF1
ARPC2	TGOLN2
ARPC2	EPHB3
ARPC2	PACSIN3
ARPC2	SGIP1
ARPC2	EPHB2
ARPC2	LDLRAP1
ARPC2	EPHB1
ARPC2	MYO5A
ARPC2	SH3GL3
ARPC2	TFRC
ARPC2	AVPR2
ARPC2	WIPF3
ARPC2	DAB2
ARPC2	MYO10
ARPC2	ARPC4
ARPC2	ITSN2
ARPC2	FNBP1
ARPC2	CD3D
ARPC2	AP2A2
ARPC2	EPHB4
ARPC2	SNX18
ARPC2	DNM2
ARPC2	UBC
ARPC2	IGF2R
ARPC2	EPN1
ARPC2	SYNJ1
ARPC2	RAB5C
ARPC2	CHRM2
ARPC2	CTTN
ARPC2	KIAA0319
ARPC2	SYNJ2
ARPC2	GAPVD1
ARPC2	NECAP1
ARPC2	ADRB2
ARPC2	PDGFB
ARPC2	GAK
ARPC2	TF
CCT3	FBXL3
CCT3	GNB2
CCT3	CCT6B
CCT3	PFDN4
CCT3	GNG12
CCT3	GNG8
CCT3	TUBAL3
CCT3	FBXW9
CCT3	GNG10
CCT3	WRAP53
CCT3	TTC8
CCT3	SPHK1
CCT3	PFDN2
CCT3	SKIV2L
CCT3	CCNE2
CCT3	NOP56
CCT3	PFDN5
CCT3	AP3M1
CCT3	BBS10
CCT3	TUBA1A
CCT3	TUBA3E
CCT3	BBIP1
CCT3	FBXL5
CCT3	PFDN6
CCT3	TUBA1B
CCT3	GBA
CCT3	CDRT1
CCT3	GNG7
CCT3	FBXW5
CCT3	CCT8L2
CCT3	CCT4
CCT3	RGS7
CCT3	GNG5
CCT3	BBS1
CCT3	TUBB4B
CCT3	GNGT2
CCT3	GNG4
CCT3	ACTB
CCT3	TUBB6
CCT3	RGS11
CCT3	RGS6
CCT3	HDAC3
CCT3	GNG2
CCT3	FBXO6
CCT3	CCT2
CCT3	ARFGEF2
CCT3	TUBB2A
CCT3	TUBA8
CCT3	TCP1
CCT3	BBS12
CCT3	TUBA1C
CCT3	XRN2
SSR2	SSR4
SSR2	SRPRB
SSR2	RPS4X
SSR2	RPL7
SSR2	RPL5
SSR2	RPS14
SSR2	RPS21
SSR2	RPL27A
SSR2	RPL11
SSR2	RPL39L
SSR2	RPLP2
SSR2	RPS18
SSR2	RPS29
SSR2	RPS9
SSR2	SEC61A2
SSR2	RPL3
SSR2	RPL7A
SSR2	RPS2
SSR2	SEC11C
SSR2	DDOST
SSR2	RPL4
SSR2	UBA52
SSR2	RPL18
SSR2	RPL36AL
SSR2	RPS26
SSR2	RPL23
SSR2	RPL10L
SSR2	RPL15
SSR2	RPL13A
SSR2	RPN1
SSR2	RPSA
SSR2	RPL31
SSR2	RPS6
SSR2	RPL41
SSR2	RPL10
SSR2	RPL37A
SSR2	RPL13
SSR2	RPL22
SSR2	RPS19
SSR2	SRPRA
SSR2	SRP72
SSR2	RPLP1
SSR2	RPS20
SSR2	RPL39
SSR2	RPS24
SSR2	RPL35A
SSR2	RPS28
SSR2	RPL10A
SSR2	RPL22L1
SSR2	RPS10
SSR2	RPS7
SSR2	RPL12
SSR2	RPLP0
SSR2	RPL9
SSR2	SRP19
SSR2	SPCS3
SSR2	RPS8
SSR2	RPL14
SSR2	RPL23A
SSR2	RPL32
SSR2	RPS23
SSR2	SRP9
SSR2	RPS3
SSR2	RPS25
SSR2	RPL38
SSR2	RPL21
SSR2	RPS27
SSR2	SRP68
SSR2	RPS27L
SSR2	RPL17
SSR2	SEC61G
SSR2	RPL24
SSR2	RPS13
SSR2	RPL36A
SSR2	RPL34
SSR2	RPS15A
SSR2	RPS15
SSR2	RPS3A
RNF25	TRIM39
RNF25	CDC27
RNF25	ANAPC10
RNF25	UBR2
RNF25	ASB9
RNF25	ASB18
RNF25	TRAF7
RNF25	BTBD6
RNF25	KBTBD6
RNF25	UBAC1
RNF25	LRR1
RNF25	UBE3D
RNF25	FBXW8
RNF25	TRIM71
RNF25	RNF123
RNF25	CCNF
RNF25	RBBP6
RNF25	UBA3
RNF25	UBE2U
RNF25	UBE2D2
RNF25	PJA1
RNF25	FBXO10
RNF25	LMO7
RNF25	ZNRF2
RNF25	HECTD2
RNF25	RNF34
RNF25	CDRT1
RNF25	ANAPC2
RNF25	UBA1
RNF25	NEDD4L
RNF25	SPSB2
RNF25	SOCS1
RNF25	ATG7
RNF25	UBE2E3
RNF25	ASB8
RNF25	UNKL
RNF25	TRIM32
RNF25	SPSB4
RNF25	UBE2C
RNF25	LONRF1
RNF25	ASB14
RNF25	RCHY1
RNF25	RNF220
RNF25	TRIM63
RNF25	LTN1
RNF25	CUL5
RNF25	FBXO40
RNF25	FBXW5
RNF25	SIAH1
RNF25	CDC16
RNF25	ANAPC7
RNF25	CBLL2
RNF25	UBR4
RNF25	BTRC
RNF25	HECTD1
RNF25	KLHL5
RNF25	ASB4
RNF25	ASB7
RNF25	HERC1
RNF25	KCTD6
RNF25	CUL7
RNF25	KLHL9
RNF25	UBE2E2
RNF25	KLHL21
RNF25	FBXL3
RNF25	UBE2J1
RNF25	TRIM9
RNF25	ASB5
RNF25	HERC4
RNF25	CUL1
RNF25	RNF213
RNF25	UBE2D3
RNF25	KBTBD7
RNF25	TRAIP
RNF25	UBE2A
RNF25	RNF130
RNF25	UBB
RNF25	RNF217
RNF25	FBXL14
RNF25	RNF19B
RNF25	MIB2
RNF25	SPSB1
RNF25	ZNRF1
RNF25	SOCS3
RNF25	UBE2E1
RNF25	RNF4
RNF25	FBXW12
RNF25	ZBTB16
RNF25	FBXO15
RNF25	MEX3C
RNF25	UBE2L3
RNF25	UBE2G2
RNF25	UBE2N
RNF25	TRIM50
RNF25	KBTBD13
RNF25	FBXL16
RNF25	UBE3A
RNF25	UBA52
RNF25	ANAPC13
RNF25	FBXO31
RNF25	UBE4A
RNF25	MYLIP
RNF25	UBE2Z
RNF25	SMURF1
RNF25	FBXO22
RNF25	FBXO21
RNF25	UBE3B
RNF25	AREL1
RNF25	RNF182
RNF25	KLHL2
RNF25	ASB11
RNF25	ANAPC11
RNF25	FBXL7
RNF25	UBC
RNF25	FBXW9
RNF25	ASB2
RNF25	ASB13
RNF25	TRIM4
RNF25	UBE2V2
RNF25	CUL2
RNF25	NEDD4
RNF25	KLHL42
RNF25	KBTBD8
RNF25	UBA7
RNF25	KLHL22
RNF25	FBXO32
RNF25	FBXO41
RNF25	TRIM41
RNF25	ANAPC4
RNF25	UBE2J2
RNF25	DET1
RNF25	UBE2G1
RNF25	FBXO6
RNF25	RNF19A
RNF25	RNF6
RNF25	CDC23
RNF25	PJA2
RNF25	CDC20
RNF25	FBXL5
RNF25	FZR1
RNF25	KLHL11
RNF25	RNF14
RNF25	ASB10
RNF25	ANAPC1
RNF25	TRIM69
RNF25	UBE2O
RNF25	SIAH2
RNF25	FBXL18
RNF25	RBCK1
RNF25	KLHL3
RNF25	UBE2H
RNF25	HECTD3
RNF25	UBE3C
RNF25	UFL1
RNF25	RNF41
RNF25	KLHL25
RNF25	DCAF1
RNF25	UBA6
RNF25	LRSAM1
RNF25	ASB12
RNF25	ITCH
RNF25	DTX3L
RNF25	UBE2V1
RNF25	DZIP3
RNF25	PRKN
RNF25	ARIH2
RNF25	UBE2D1
RNF25	UBA5
RNF25	FBXL19
RNF25	CDC26
RNF25	LRRC41
RNF25	FBXL13
RNF25	FBXO2
STK36	SUFU
STK36	GLI2
IHH	PSMD2
IHH	PSMD9
IHH	PSMB9
IHH	GAS1
IHH	PSMA7
IHH	TGFB2
IHH	PSME1
IHH	SYVN1
IHH	PSMD4
IHH	P4HB
IHH	PSMB2
IHH	PSMC6
IHH	PSMB11
IHH	UBB
IHH	ADAM17
IHH	HHIP
IHH	SHH
IHH	OS9
IHH	SMURF1
IHH	UBA52
IHH	PSMA1
IHH	PSMD13
IHH	PTCH2
IHH	SCUBE2
IHH	NOTUM
IHH	PSMA8
IHH	BOC
IHH	SEL1L
IHH	PSMB5
IHH	PSMD12
IHH	PSME4
IHH	PSMC5
IHH	PSMD6
IHH	GPC5
IHH	PSMB8
IHH	PSMB10
IHH	PTCH1
IHH	PSMD1
IHH	PSMD14
IHH	VCP
IHH	HHAT
IHH	UBC
IHH	PTHLH
IHH	PSMC3
IHH	PSMF1
EOMES	HLA-A
EOMES	B2M
EOMES	CD3G
EOMES	IL12RB1
EOMES	IL12A
EOMES	CD247
EOMES	CD3D
EOMES	CD8B
EOMES	CD3E
EOMES	JAK2
RETNLB	STAT6
TRAT1	CD8B
TRAT1	SYK
TRAT1	CD3E
TRAT1	CD3G
TRAT1	CD247
TRAT1	CD3D
TRAT1	PDPK1
HDAC11	CHD4
HDAC11	GATAD2A
HDAC11	SIN3A
HDAC11	NCOR2
HDAC11	ZNF217
HDAC11	HDAC1
HDAC11	PHF21A
HDAC11	MAML3
HDAC11	ING2
HDAC11	MAMLD1
HDAC11	RBPJ
HDAC11	SAP30
HDAC11	RBBP7
HDAC11	HDAC3
HDAC11	MORF4L1
HDAC11	RBBP4
HDAC11	PHF12
HDAC11	HDAC8
HDAC11	TBL1XR1
HDAC11	HDAC2
HDAC11	HINT1
HDAC11	SINHCAF
HDAC11	HDAC6
HDAC11	HDAC9
HDAC11	DNTTIP1
CHCHD4	TIMM8B
CHCHD4	TIMM8A
CHCHD4	COX19
CHCHD4	TIMM9
CHCHD4	CHCHD2
STT3B	MAGT1
STT3B	DDOST
STT3B	RPN1
STT3B	DOLPP1
STT3B	ALG10B
SERPINI1	MYC
SERPINI1	MAX
PRKCI	KIRREL1
PRKCI	INSR
PRKCI	NPHS1
PRKCI	ERC1
PRKCI	PRKCZ
PRKCI	TRIP10
PRKCI	IRAK1
PRKCI	TRAF6
PRKCI	NUMB
PRKCI	IKBKB
PRKCI	CTNNB1
PRKCI	CTNNA1
PRKCI	PARD6G
PRKCI	PARD3
PRKCI	VAMP2
PRKCI	PARD6B
PRKCI	SRC
PRKCI	NGF
PRKCI	CHUK
PRKCI	SQSTM1
PRKCI	TRADD
PRKCI	RELA
PRKCI	SLC2A4
PRKCI	PDPK1
PRKCI	F2RL2
RETSAT	AWAT2
RETSAT	ADH6
RETSAT	HSD17B6
RETSAT	PNPLA4
RETSAT	SDR16C5
RETSAT	ADH5
RETSAT	ADH1B
RETSAT	DHRS4L2
RETSAT	DGAT1
RETSAT	RDH16
RETSAT	ADH7
RETSAT	LRAT
EIF5A2	EIF5A
FABP1	HELZ2
FABP1	APOA2
FABP1	NCOA1
FABP1	FADS1
FABP1	MED1
FABP1	LPL
FABP1	CYP1A1
FABP1	CHD9
FABP1	ACADM
FABP1	UGT1A9
FABP1	FHL2
FABP1	GRHL1
FABP1	CPT2
FABP1	NRIP1
FABP1	HMGCS1
FABP1	SIN3A
FABP1	RGL1
FABP1	HSD17B4
FABP1	TXNRD1
FABP1	NCOA6
FABP1	JUN
FABP1	NCOR2
FABP1	ANKRD1
FABP1	ME1
FABP1	NR1H3
FABP1	NCOA2
FABP1	CITED2
FABP1	HMGCS2
FABP1	HDAC3
FABP1	PEX11A
FABP1	SRA1
FABP1	CYP4A11
FABP1	RELA
FABP1	SP1
FABP1	ABCA1
FABP1	RXRA
FABP1	AGT
FABP1	TNFRSF21
FABP1	CARM1
FABP1	TBL1XR1
FABP1	CD36
FABP1	G0S2
FABP1	CTGF
CDS1	AGPAT1
CDS1	PLD3
CDS1	AGPAT4
CDS1	CRLS1
CDS1	PLPP3
CDS1	AGPAT2
CDS1	DGKA
CDS1	DGKZ
CDS1	PLD1
CDS1	LPIN3
CDS1	ABHD5
CDS1	LCLAT1
CDS1	MBOAT1
CDS1	LPCAT4
CDS1	PLPP2
CDS1	PLD4
CDS1	DGKB
CDS1	MBOAT2
CDS1	DGKH
WDFY3	MAP1LC3A
WDFY3	GABARAP
WDFY3	MAP1LC3C
COX18	CYCS
ALB	LEFTY2
ALB	ORM2
ALB	PDGFB
ALB	SCCPDH
ALB	PLG
ALB	QSOX1
ALB	NR1H4
ALB	NCOA1
ALB	PROS1
ALB	CFD
ALB	FGB
ALB	APOOL
ALB	ITIH3
ALB	SLCO1A2
ALB	FAM3C
ALB	VEGFA
ALB	VEGFD
ALB	SERPINA4
ALB	ECM1
ALB	ACTN1
ALB	RXRA
ALB	SERPINA3
ALB	ACTN2
ALB	AHSG
ALB	VEGFB
ALB	IGF2
ALB	FGG
ALB	F5
ALB	A2M
ALB	GAS6
ALB	SERPINF2
ALB	VTI1B
ALB	PF4
ALB	CDC37L1
ALB	CLEC3B
ALB	TGFB2
ALB	TEX264
ALB	FOXA3
ALB	F8
ALB	NCOA2
ALB	FGA
ALB	FN1
ALB	NHLRC2
ALB	GTPBP2
ALB	TMSB4X
ALB	PPBP
ALB	SELENOP
ALB	TOR4A
ALB	FAM49B
ALB	CTSW
ALB	SERPINA1
ALB	IGF1
ALB	FABP6
ALB	CLU
THOC7	MAGOHB
THOC7	DDX39B
THOC7	RNPS1
THOC7	CDC40
THOC7	SARNP
THOC7	PCF11
THOC7	NUP43
THOC7	NUP188
THOC7	ALYREF
THOC7	NCBP2
THOC7	LUZP4
THOC7	NUDT21
THOC7	U2AF2
THOC7	CLP1
THOC7	SRSF4
THOC7	NUP88
THOC7	SRSF7
THOC7	CHTOP
THOC7	NDC1
THOC7	SRSF2
THOC7	THOC5
THOC7	CSTF2
THOC7	NUP93
THOC7	CPSF2
THOC7	NUP160
THOC7	SLU7
THOC7	SRSF3
THOC7	NCBP1
THOC7	THOC6
THOC7	TPR
THOC7	NUP62
THOC7	SRRM1
THOC7	SRSF5
THOC7	MAGOH
THOC7	FIP1L1
THOC7	CPSF7
THOC7	ZC3H11A
THOC7	CSTF3
THOC7	RAE1
THOC7	NUP50
THOC7	NUP214
THOC7	SRSF11
PSMD6	UBE2C
PSMD6	PSMB8
PSMD6	TNFRSF1B
PSMD6	GTSE1
PSMD6	NFKBIB
PSMD6	OAZ2
PSMD6	TNFSF13B
PSMD6	PSMB10
PSMD6	CUL1
PSMD6	NF1
PSMD6	PSMD2
PSMD6	CD40LG
PSMD6	PSMD14
PSMD6	PSMD1
PSMD6	PPP2R5D
PSMD6	TNF
PSMD6	SPRED1
PSMD6	TNFRSF11A
PSMD6	BUB3
PSMD6	DVL1
PSMD6	PPP2R5C
PSMD6	UBC
PSMD6	RELA
PSMD6	GLI2
PSMD6	CDC27
PSMD6	SPRED2
PSMD6	CDC23
PSMD6	ANAPC1
PSMD6	AMER1
PSMD6	OAZ3
PSMD6	PSMC3
PSMD6	BAP1
PSMD6	RNF146
PSMD6	ITCH
PSMD6	TNKS
PSMD6	UBE2D1
PSMD6	UCHL5
PSMD6	PSMD4
PSMD6	HECW1
PSMD6	NFKB2
PSMD6	PPP2CA
PSMD6	PPP2R1A
PSMD6	PSMD9
PSMD6	PSMB9
PSMD6	DVL3
PSMD6	ANAPC16
PSMD6	TRAF3
PSMD6	PPP2R1B
PSMD6	PSMA7
PSMD6	TNFSF14
PSMD6	PSME1
PSMD6	BTRC
PSMD6	SPRED3
PSMD6	ANAPC7
PSMD6	AXIN2
PSMD6	PSMB2
PSMD6	PSMB11
PSMD6	PSMC6
PSMD6	UBB
PSMD6	UBE2E1
PSMD6	SHH
PSMD6	COP1
PSMD6	UBA52
PSMD6	PSMA1
PSMD6	PSMD13
PSMD6	CSNK1A1
PSMD6	ANAPC11
PSMD6	PTTG1
PSMD6	SUFU
PSMD6	ANAPC10
PSMD6	CDC25A
PSMD6	LTA
PSMD6	NUMB
PSMD6	PPP2R5E
PSMD6	LTB
PSMD6	ANAPC4
PSMD6	TNKS2
PSMD6	AURKB
PSMD6	FZR1
PSMD6	CDC20
PSMD6	PLK1
PSMD6	GSK3B
PSMD6	KLHL12
PSMD6	GLI3
PSMD6	ORC1
PSMD6	PSMB5
PSMD6	CCNE2
PSMD6	PSMC5
PSMD6	MAD2L1
PSMD6	PAK2
PSMD6	PSMA8
PSMD6	TNFRSF12A
PSMD6	CDK1
PSMD6	ANAPC2
PSMD6	PRICKLE1
PSMD6	PSMD12
PSMD6	CDC16
PSMD6	PSME4
PSMD6	PSMF1
PSMD6	CDC26
PPM1K	BCKDHB
PPM1K	DBT
RSRC1	RPS20
RSRC1	FAU
RSRC1	RPS15
RSRC1	RPS3A
RSRC1	RPS14
RSRC1	RPS29
RSRC1	RPS26
RPP14	IMP3
RPP14	RPSA
RPP14	PDCD11
RPP14	RPP25
RPP14	RPS4X
RPP14	RPP30
RPP14	RPS27L
RPP14	RPS18
RPP14	RPS19
RPP14	RPS27
RPP14	RPS3
RPP14	LTV1
RPP14	UTP14C
RPP14	NOL6
RPP14	HEATR1
RPP14	UTP15
RPP14	RPS20
RPP14	RPS13
RPP14	UTP4
RPP14	NOP14
RPP14	RCL1
RPP14	WDR36
RPP14	WDR75
RPP14	RPP21
RPP14	RPS26
RPP14	UTP11
RPP14	NOP56
RPP14	RPS8
RPP14	RPS6
RPP14	RPP38
RPP14	CSNK1E
RPP14	TBL3
RPP14	TSR1
RPP14	UTP14A
RPP14	DDX47
RPP14	RPS29
RPP14	RPS15A
RPP14	WDR43
RPP14	CSNK1D
RPP14	RPS25
RPP14	RIOK3
RPP14	POP7
RPP14	RPS24
RPP14	FCF1
RPP14	RIOK1
RPP14	RPS28
RPP14	RPS21
RPP14	RPS9
RPP14	POP5
RPP14	XRN2
RPP14	POP4
RPP14	RRP7A
RPP14	RPS14
RPP14	RPS10
RPP14	UTP25
RPP14	RPS7
RPP14	RPS15
RPP14	RPP40
RPP14	RPS2
RPP14	DHX37
RPP14	RPS3A
RPP14	POP1
RPP14	WDR46
RPP14	WDR3
RPP14	RPS23
RPP14	DCAF13
RPP14	BMS1
RPP14	NOC4L
IL17RC	IL25
IL17RC	IL17A
IL17RC	IL17RA
IL17RC	IL17F
SYN1	PPFIA3
SYN1	CPLX1
SYN1	RIMS1
SYN1	PPFIA2
SYN1	VAMP2
SYN1	TSPOAP1
SYN1	CASK
SYN1	LIN7A
SYN1	SYN3
SYN1	SLC18A2
SYN1	UNC13B
PCOLCE2	COL27A1
PCOLCE2	COL1A2
PCOLCE2	COL11A1
PCOLCE2	COL5A2
PCOLCE2	COL5A1
PCOLCE2	COL24A1
PCOLCE2	COL3A1
PCOLCE2	COL2A1
MTMR14	PIP4K2C
MTMR14	PLCG2
MTMR14	PLCD1
MTMR14	PLCD4
MTMR14	PIK3R5
MTMR14	PIK3C2B
MTMR14	PIP4K2A
MTMR14	PLCB1
MTMR14	PIP4P1
CXCL3	PENK
CXCL3	CXCL8
CXCL3	GABBR1
CXCL3	INSL5
CXCL3	S1PR1
CXCL3	GNG12
CXCL3	PYY
CXCL3	ADCY1
CXCL3	OXGR1
CXCL3	LPAR3
CXCL3	CCL19
CXCL3	ADRA2C
CXCL3	NPBWR2
CXCL3	HRH3
CXCL3	S1PR2
CXCL3	P2RY13
CXCL3	GNG8
CXCL3	S1PR5
CXCL3	DRD2
CXCL3	ADCY5
CXCL3	NMS
CXCL3	TAS2R50
CXCL3	TAS2R30
CXCL3	PMCH
CXCL3	GALR2
CXCL3	OXER1
CXCL3	NPB
CXCL3	GNG4
CXCL3	CASR
CXCL3	ADCY2
CXCL3	SUCNR1
CXCL3	NPBWR1
CXCL3	GPR18
CXCL3	TAS2R41
CXCL3	CCR8
CXCL3	HTR1F
CXCL3	GRM3
CXCL3	CCR3
CXCL3	OPRM1
CXCL3	TAS2R1
CXCL3	TAS2R38
CXCL3	NPY2R
CXCL3	GRM8
CXCL3	PNOC
CXCL3	CXCL11
CXCL3	OPRL1
CXCL3	DRD3
CXCL3	TAS2R40
CXCL3	HTR1E
CXCL3	PTGER3
CXCL3	NMUR1
CXCL3	RXFP4
CXCL3	CXCL9
CXCL3	ADCY6
CXCL3	CXCL5
CXCL3	GALR1
CXCL3	GNB2
CXCL3	RXFP3
CXCL3	CCR1
CXCL3	NPW
CXCL3	GNG7
CXCL3	CXCL2
CXCL3	NPY1R
CXCL3	CXCR6
CXCL3	CCL28
CXCL3	HCAR3
CXCL3	LPAR2
CXCL3	CCR9
CXCL3	CHRM4
CXCL3	FPR2
CXCL3	P2RY4
CXCL3	TAS2R46
CXCL3	GNAT3
CXCL3	HTR1A
CXCL3	GPSM1
CXCL3	GPER1
CXCL3	FPR3
CXCL3	ADORA1
CXCL3	TAS2R42
CXCL3	CCR4
CXCL3	CCR10
CXCL3	CNR2
CXCL3	PPBP
CXCL3	NPY4R
CXCL3	TAS2R43
CXCL3	PTGDR2
CXCL3	GRM7
CXCL3	GNG10
CXCL3	P2RY14
CXCL3	CXCL10
CXCL3	GNAI2
CXCL3	TAS2R31
CXCL3	GNG2
CXCL3	CCL25
CXCL3	CXCR3
CXCL3	TAS2R14
CXCL3	HCAR2
CXCL3	CHRM2
CXCL3	MTNR1A
CXCL3	AGTR2
CXCL3	TAS2R20
CXCL3	GPR55
CXCL3	S1PR3
CXCL3	TAS2R60
CXCL3	AGT
CXCL3	LPAR1
CXCL3	P2RY12
CXCL3	CXCL12
